#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 
1.69 4.57 -34.73 -30.16 5.00 -0.90 -0.96 1.86 -0.15 1.03 -0.27 5.00 -0.65 -0.73 0.46 0.43 -0.70 -0.01 
1.70 4.60 -34.84 -30.24 5.00 -0.90 -0.95 1.86 -0.14 1.03 -0.28 5.00 -0.65 -0.74 0.46 0.43 -0.70 -0.00 
1.71 4.62 -34.95 -30.33 5.00 -0.90 -0.94 1.85 -0.14 1.03 -0.30 5.00 -0.65 -0.74 0.46 0.43 -0.70 0.01 
1.72 4.65 -35.06 -30.41 5.00 -0.90 -0.93 1.85 -0.14 1.03 -0.31 5.00 -0.64 -0.75 0.46 0.42 -0.71 0.02 
1.73 4.68 -35.17 -30.49 5.00 -0.90 -0.92 1.85 -0.14 1.04 -0.32 5.00 -0.64 -0.76 0.46 0.42 -0.71 0.03 
1.74 4.71 -35.29 -30.58 5.00 -0.90 -0.91 1.84 -0.14 1.04 -0.33 5.00 -0.63 -0.76 0.46 0.42 -0.71 0.05 
1.75 4.74 -35.40 -30.67 5.00 -0.91 -0.90 1.84 -0.13 1.04 -0.34 5.00 -0.63 -0.77 0.46 0.42 -0.71 0.06 
1.76 4.75 -35.51 -30.76 5.00 -0.91 -0.89 1.84 -0.13 1.04 -0.35 5.00 -0.63 -0.78 0.46 0.42 -0.71 0.06 
1.77 4.76 -35.62 -30.86 5.00 -0.91 -0.88 1.83 -0.13 1.04 -0.36 5.00 -0.62 -0.79 0.46 0.41 -0.71 0.07 
1.78 4.78 -35.73 -30.96 5.00 -0.91 -0.87 1.83 -0.13 1.04 -0.36 5.00 -0.62 -0.79 0.46 0.41 -0.71 0.08 
1.79 4.79 -35.84 -31.05 5.00 -0.91 -0.86 1.82 -0.13 1.04 -0.37 5.00 -0.61 -0.80 0.46 0.41 -0.71 0.08 
1.80 4.80 -35.94 -31.14 5.00 -0.91 -0.85 1.82 -0.13 1.04 -0.38 5.00 -0.61 -0.81 0.46 0.41 -0.71 0.09 
1.81 4.82 -36.04 -31.23 5.00 -0.91 -0.84 1.82 -0.13 1.04 -0.38 5.00 -0.60 -0.81 0.47 0.41 -0.71 0.10 
1.82 4.83 -36.14 -31.31 5.00 -0.92 -0.83 1.81 -0.12 1.04 -0.39 5.00 -0.60 -0.82 0.47 0.41 -0.71 0.10 
1.83 4.84 -36.24 -31.40 5.00 -0.92 -0.82 1.81 -0.12 1.04 -0.39 5.00 -0.60 -0.83 0.47 0.41 -0.71 0.11 
1.84 4.85 -36.33 -31.48 5.00 -0.92 -0.81 1.81 -0.12 1.04 -0.40 5.00 -0.59 -0.84 0.47 0.40 -0.71 0.11 
1.85 4.86 -36.42 -31.56 5.00 -0.92 -0.80 1.80 -0.12 1.04 -0.41 5.00 -0.59 -0.84 0.47 0.40 -0.71 0.12 
1.86 4.87 -36.51 -31.64 5.00 -0.92 -0.79 1.80 -0.12 1.04 -0.41 5.00 -0.58 -0.85 0.47 0.40 -0.71 0.13 
1.87 4.88 -36.59 -31.71 5.00 -0.92 -0.78 1.79 -0.12 1.04 -0.42 5.00 -0.58 -0.86 0.47 0.40 -0.71 0.13 
1.88 4.89 -36.67 -31.78 5.00 -0.92 -0.77 1.79 -0.11 1.04 -0.42 5.00 -0.58 -0.86 0.47 0.40 -0.71 0.14 
1.89 4.90 -36.75 -31.85 5.00 -0.92 -0.76 1.78 -0.11 1.04 -0.43 5.00 -0.57 -0.87 0.47 0.40 -0.71 0.14 
1.90 4.91 -36.82 -31.91 5.00 -0.92 -0.75 1.78 -0.11 1.04 -0.44 5.00 -0.57 -0.88 0.48 0.39 -0.71 0.15 
1.91 4.92 -36.89 -31.97 5.00 -0.93 -0.74 1.78 -0.11 1.04 -0.44 5.00 -0.56 -0.89 0.48 0.39 -0.71 0.16 
1.92 4.93 -36.96 -32.03 5.00 -0.93 -0.72 1.77 -0.11 1.04 -0.45 5.00 -0.56 -0.89 0.48 0.39 -0.71 0.16 
1.93 4.93 -37.02 -32.09 5.00 -0.93 -0.71 1.77 -0.11 1.04 -0.45 5.00 -0.56 -0.90 0.48 0.39 -0.71 0.17 
1.94 4.94 -37.08 -32.14 5.00 -0.93 -0.70 1.76 -0.10 1.04 -0.46 5.00 -0.55 -0.91 0.48 0.39 -0.71 0.17 
1.95 4.95 -37.14 -32.19 5.00 -0.93 -0.69 1.76 -0.10 1.03 -0.47 5.00 -0.55 -0.91 0.48 0.39 -0.71 0.18 
1.96 4.95 -37.19 -32.24 5.00 -0.93 -0.68 1.75 -0.10 1.03 -0.47 5.00 -0.55 -0.92 0.49 0.38 -0.71 0.19 
1.97 4.96 -37.24 -32.28 5.00 -0.93 -0.67 1.75 -0.10 1.03 -0.48 5.00 -0.54 -0.93 0.49 0.38 -0.70 0.19 
1.98 4.96 -37.28 -32.32 5.00 -0.93 -0.66 1.74 -0.10 1.03 -0.48 5.00 -0.54 -0.93 0.49 0.38 -0.70 0.20 
1.99 4.97 -37.32 -32.35 5.00 -0.93 -0.65 1.74 -0.10 1.03 -0.49 5.00 -0.53 -0.94 0.49 0.38 -0.70 0.20 
2.00 4.97 -37.35 -32.38 5.00 -0.93 -0.64 1.73 -0.09 1.03 -0.49 5.00 -0.53 -0.95 0.49 0.38 -0.70 0.21 
2.01 4.98 -37.38 -32.41 5.00 -0.94 -0.63 1.73 -0.09 1.03 -0.50 5.00 -0.53 -0.96 0.50 0.38 -0.70 0.21 
2.02 4.98 -37.41 -32.43 5.00 -0.94 -0.62 1.72 -0.09 1.03 -0.51 5.00 -0.52 -0.96 0.50 0.37 -0.70 0.22 
2.03 4.98 -37.43 -32.45 5.00 -0.94 -0.61 1.72 -0.09 1.02 -0.51 5.00 -0.52 -0.97 0.50 0.37 -0.70 0.23 
2.04 4.98 -37.45 -32.47 5.00 -0.94 -0.60 1.71 -0.09 1.02 -0.52 5.00 -0.52 -0.98 0.50 0.37 -0.69 0.23 
2.05 4.99 -37.47 -32.48 5.00 -0.94 -0.59 1.71 -0.08 1.02 -0.52 5.00 -0.51 -0.98 0.51 0.37 -0.69 0.24 
2.06 4.99 -37.48 -32.49 5.00 -0.94 -0.58 1.70 -0.08 1.02 -0.53 5.00 -0.51 -0.99 0.51 0.37 -0.69 0.24 
2.07 4.99 -37.48 -32.50 5.00 -0.94 -0.57 1.70 -0.08 1.02 -0.53 5.00 -0.50 -1.00 0.51 0.36 -0.69 0.25 
2.08 4.99 -37.48 -32.50 5.00 -0.94 -0.56 1.69 -0.08 1.01 -0.54 5.00 -0.50 -1.00 0.51 0.36 -0.69 0.25 
2.09 4.99 -37.48 -32.49 5.00 -0.94 -0.55 1.69 -0.08 1.01 -0.55 5.00 -0.50 -1.01 0.52 0.36 -0.68 0.26 
2.10 4.99 -37.47 -32.49 5.00 -0.94 -0.54 1.68 -0.07 1.01 -0.55 5.00 -0.49 -1.02 0.52 0.36 -0.68 0.27 
2.11 4.99 -37.46 -32.48 5.00 -0.94 -0.53 1.67 -0.07 1.01 -0.56 5.00 -0.49 -1.02 0.52 0.36 -0.68 0.27 
2.12 4.98 -37.45 -32.46 5.00 -0.94 -0.52 1.67 -0.07 1.01 -0.56 5.00 -0.49 -1.03 0.52 0.35 -0.68 0.28 
2.13 4.98 -37.43 -32.44 5.00 -0.95 -0.51 1.66 -0.07 1.00 -0.57 5.00 -0.48 -1.04 0.53 0.35 -0.68 0.28 
2.14 4.98 -37.40 -32.42 5.00 -0.95 -0.50 1.66 -0.07 1.00 -0.57 5.00 -0.48 -1.04 0.53 0.35 -0.67 0.29 
2.15 4.98 -37.37 -32.40 5.00 -0.95 -0.49 1.65 -0.06 1.00 -0.58 5.00 -0.48 -1.05 0.53 0.35 -0.67 0.29 
2.16 4.97 -37.34 -32.37 5.00 -0.95 -0.48 1.65 -0.06 1.00 -0.58 5.00 -0.47 -1.06 0.54 0.34 -0.67 0.30 
2.17 4.97 -37.30 -32.33 5.00 -0.95 -0.47 1.64 -0.06 0.99 -0.59 5.00 -0.47 -1.06 0.54 0.34 -0.67 0.30 
2.18 4.97 -37.26 -32.30 5.00 -0.95 -0.46 1.63 -0.06 0.99 -0.59 5.00 -0.47 -1.07 0.54 0.34 -0.66 0.31 
2.19 4.96 -37.22 -32.26 5.00 -0.95 -0.45 1.63 -0.05 0.99 -0.60 5.00 -0.46 -1.08 0.54 0.34 -0.66 0.31 
2.20 4.96 -37.17 -32.21 5.00 -0.95 -0.44 1.62 -0.05 0.98 -0.60 5.00 -0.46 -1.08 0.55 0.34 -0.66 0.32 
2.21 4.95 -37.12 -32.17 5.00 -0.95 -0.43 1.62 -0.05 0.98 -0.61 5.00 -0.46 -1.09 0.55 0.33 -0.65 0.32 
2.22 4.94 -37.06 -32.12 5.00 -0.95 -0.42 1.61 -0.05 0.98 -0.61 5.00 -0.45 -1.10 0.55 0.33 -0.65 0.33 
2.23 4.94 -37.00 -32.06 5.00 -0.95 -0.41 1.60 -0.05 0.98 -0.62 5.00 -0.45 -1.10 0.56 0.33 -0.65 0.33 
2.24 4.93 -36.93 -32.00 5.00 -0.95 -0.40 1.60 -0.04 0.97 -0.62 5.00 -0.45 -1.11 0.56 0.33 -0.64 0.34 
2.25 4.92 -36.87 -31.94 5.00 -0.95 -0.39 1.59 -0.04 0.97 -0.63 5.00 -0.44 -1.12 0.56 0.32 -0.64 0.34 
2.26 4.91 -36.79 -31.88 5.00 -0.95 -0.38 1.59 -0.04 0.97 -0.63 5.00 -0.44 -1.12 0.57 0.32 -0.64 0.35 
2.27 4.91 -36.72 -31.81 5.00 -0.95 -0.37 1.58 -0.04 0.96 -0.64 5.00 -0.44 -1.13 0.57 0.32 -0.63 0.35 
2.28 4.90 -36.64 -31.74 5.00 -0.95 -0.36 1.57 -0.03 0.96 -0.64 5.00 -0.43 -1.14 0.58 0.32 -0.63 0.36 
2.29 4.89 -36.56 -31.67 5.00 -0.95 -0.35 1.57 -0.03 0.96 -0.65 5.00 -0.43 -1.14 0.58 0.31 -0.63 0.36 
2.30 4.88 -36.47 -31.60 5.00 -0.95 -0.34 1.56 -0.03 0.95 -0.65 5.00 -0.43 -1.15 0.58 0.31 -0.62 0.37 
2.31 4.87 -36.39 -31.52 5.00 -0.95 -0.33 1.55 -0.03 0.95 -0.66 5.00 -0.42 -1.15 0.59 0.31 -0.62 0.37 
2.32 4.86 -36.30 -31.44 5.00 -0.95 -0.33 1.55 -0.02 0.94 -0.66 5.00 -0.42 -1.16 0.59 0.31 -0.62 0.37 
2.33 4.85 -36.20 -31.36 5.00 -0.95 -0.32 1.54 -0.02 0.94 -0.66 5.00 -0.42 -1.17 0.59 0.31 -0.61 0.38 
2.34 4.83 -36.10 -31.27 5.00 -0.95 -0.31 1.53 -0.02 0.94 -0.67 5.00 -0.41 -1.17 0.60 0.30 -0.61 0.38 
2.35 4.82 -36.01 -31.18 5.00 -0.95 -0.30 1.53 -0.02 0.93 -0.67 5.00 -0.41 -1.18 0.60 0.30 -0.60 0.39 
2.36 4.81 -35.90 -31.09 5.00 -0.95 -0.29 1.52 -0.01 0.93 -0.68 5.00 -0.41 -1.19 0.61 0.30 -0.60 0.39 
2.37 4.80 -35.80 -31.00 5.00 -0.95 -0.28 1.51 -0.01 0.92 -0.68 5.00 -0.41 -1.19 0.61 0.30 -0.60 0.40 
2.38 4.79 -35.69 -30.91 5.00 -0.95 -0.27 1.51 -0.01 0.92 -0.69 5.00 -0.40 -1.20 0.61 0.29 -0.59 0.40 
2.39 4.77 -35.58 -30.81 5.00 -0.95 -0.26 1.50 -0.01 0.92 -0.69 5.00 -0.40 -1.20 0.62 0.29 -0.59 0.40 
2.40 4.76 -35.47 -30.71 5.00 -0.95 -0.25 1.49 -0.00 0.91 -0.69 5.00 -0.40 -1.21 0.62 0.29 -0.58 0.41 
2.41 4.74 -35.36 -30.61 5.00 -0.95 -0.24 1.48 -0.00 0.91 -0.70 5.00 -0.39 -1.21 0.63 0.29 -0.58 0.41 
2.42 4.73 -35.24 -30.51 5.00 -0.95 -0.23 1.48 0.00 0.90 -0.70 5.00 -0.39 -1.22 0.63 0.28 -0.58 0.41 
2.43 4.70 -35.13 -30.43 5.00 -0.95 -0.22 1.47 0.01 0.90 -0.71 5.00 -0.39 -1.23 0.63 0.28 -0.57 0.42 
2.44 4.67 -35.02 -30.34 5.00 -0.95 -0.21 1.46 0.01 0.89 -0.72 5.00 -0.39 -1.23 0.64 0.27 -0.56 0.43 
2.45 4.64 -34.90 -30.26 5.00 -0.95 -0.21 1.46 0.02 0.88 -0.72 5.00 -0.38 -1.24 0.64 0.27 -0.55 0.44 
2.46 4.62 -34.79 -30.18 5.00 -0.95 -0.20 1.45 0.02 0.87 -0.73 5.00 -0.38 -1.24 0.65 0.26 -0.54 0.44 
2.47 4.59 -34.68 -30.09 5.00 -0.95 -0.19 1.44 0.02 0.86 -0.74 5.00 -0.38 -1.25 0.65 0.26 -0.53 0.45 
2.48 4.56 -34.57 -30.01 5.00 -0.95 -0.18 1.43 0.03 0.85 -0.74 5.00 -0.37 -1.25 0.66 0.25 -0.52 0.46 
2.49 4.54 -34.47 -29.93 5.00 -0.95 -0.17 1.43 0.03 0.84 -0.75 5.00 -0.37 -1.26 0.66 0.25 -0.51 0.46 
2.50 4.51 -34.36 -29.85 5.00 -0.95 -0.16 1.42 0.04 0.83 -0.76 5.00 -0.37 -1.26 0.67 0.24 -0.51 0.47 
2.51 4.48 -34.26 -29.77 5.00 -0.95 -0.16 1.41 0.04 0.82 -0.76 5.00 -0.37 -1.27 0.67 0.24 -0.50 0.48 
2.52 4.46 -34.15 -29.70 5.00 -0.95 -0.15 1.40 0.05 0.82 -0.77 5.00 -0.37 -1.27 0.67 0.23 -0.49 0.48 
2.53 4.43 -34.05 -29.62 5.00 -0.95 -0.14 1.40 0.05 0.81 -0.77 5.00 -0.36 -1.28 0.68 0.23 -0.48 0.49 
2.54 4.40 -33.95 -29.54 5.00 -0.95 -0.13 1.39 0.06 0.80 -0.78 5.00 -0.36 -1.28 0.68 0.23 -0.47 0.49 
2.55 4.38 -33.85 -29.47 5.00 -0.95 -0.12 1.38 0.06 0.79 -0.78 5.00 -0.36 -1.29 0.69 0.22 -0.46 0.50 
2.56 4.35 -33.75 -29.39 5.00 -0.95 -0.12 1.37 0.07 0.78 -0.79 5.00 -0.36 -1.29 0.69 0.22 -0.45 0.50 
2.57 4.33 -33.65 -29.32 5.00 -0.95 -0.11 1.36 0.07 0.77 -0.80 5.00 -0.35 -1.30 0.70 0.21 -0.44 0.51 
2.58 4.31 -33.55 -29.25 5.00 -0.95 -0.10 1.36 0.08 0.76 -0.80 5.00 -0.35 -1.30 0.71 0.21 -0.43 0.51 
2.59 4.28 -33.46 -29.18 5.00 -0.95 -0.09 1.35 0.08 0.75 -0.81 5.00 -0.35 -1.30 0.71 0.20 -0.42 0.52 
2.60 4.26 -33.36 -29.10 5.00 -0.95 -0.09 1.34 0.09 0.74 -0.81 5.00 -0.35 -1.31 0.72 0.20 -0.42 0.52 
2.61 4.23 -33.27 -29.03 5.00 -0.95 -0.08 1.33 0.09 0.73 -0.81 5.00 -0.35 -1.31 0.72 0.19 -0.41 0.53 
2.62 4.21 -33.18 -28.96 5.00 -0.94 -0.07 1.32 0.09 0.73 -0.82 5.00 -0.34 -1.32 0.73 0.19 -0.40 0.53 
2.63 4.19 -33.08 -28.90 5.00 -0.94 -0.06 1.32 0.10 0.72 -0.82 5.00 -0.34 -1.32 0.73 0.18 -0.39 0.54 
2.64 4.16 -32.99 -28.83 5.00 -0.94 -0.06 1.31 0.10 0.71 -0.83 5.00 -0.34 -1.32 0.74 0.18 -0.38 0.54 
2.65 4.14 -32.90 -28.76 5.00 -0.94 -0.05 1.30 0.11 0.70 -0.83 5.00 -0.34 -1.33 0.74 0.18 -0.37 0.55 
2.66 4.12 -32.82 -28.70 5.00 -0.94 -0.04 1.29 0.11 0.69 -0.84 5.00 -0.34 -1.33 0.75 0.17 -0.36 0.55 
2.67 4.10 -32.73 -28.63 5.00 -0.94 -0.04 1.28 0.12 0.68 -0.84 5.00 -0.34 -1.34 0.75 0.17 -0.35 0.55 
2.68 4.08 -32.64 -28.57 5.00 -0.94 -0.03 1.27 0.12 0.67 -0.84 5.00 -0.33 -1.34 0.76 0.16 -0.34 0.56 
2.69 4.06 -32.56 -28.50 5.00 -0.94 -0.02 1.27 0.12 0.66 -0.85 5.00 -0.33 -1.34 0.76 0.16 -0.33 0.56 
2.70 4.03 -32.47 -28.44 5.00 -0.94 -0.02 1.26 0.13 0.65 -0.85 5.00 -0.33 -1.35 0.77 0.15 -0.32 0.56 
2.71 4.01 -32.39 -28.38 5.00 -0.93 -0.01 1.25 0.13 0.64 -0.85 5.00 -0.33 -1.35 0.78 0.15 -0.32 0.57 
2.72 3.99 -32.31 -28.32 5.00 -0.93 -0.00 1.24 0.14 0.63 -0.86 5.00 -0.33 -1.35 0.78 0.15 -0.31 0.57 
2.73 3.97 -32.23 -28.26 5.00 -0.93 0.00 1.23 0.14 0.63 -0.86 5.00 -0.33 -1.35 0.79 0.14 -0.30 0.57 
2.74 3.95 -32.15 -28.20 5.00 -0.93 0.01 1.22 0.14 0.62 -0.86 5.00 -0.32 -1.36 0.79 0.14 -0.29 0.58 
2.75 3.93 -32.07 -28.14 5.00 -0.93 0.02 1.21 0.15 0.61 -0.87 5.00 -0.32 -1.36 0.80 0.13 -0.28 0.58 
2.76 3.91 -31.99 -28.08 5.00 -0.93 0.02 1.21 0.15 0.60 -0.87 5.00 -0.32 -1.36 0.80 0.13 -0.27 0.58 
2.77 3.89 -31.91 -28.02 5.00 -0.93 0.03 1.20 0.16 0.59 -0.87 5.00 -0.32 -1.37 0.81 0.13 -0.26 0.59 
2.78 3.87 -31.84 -27.96 5.00 -0.92 0.03 1.19 0.16 0.58 -0.87 5.00 -0.32 -1.37 0.82 0.12 -0.25 0.59 
2.79 3.86 -31.76 -27.91 5.00 -0.92 0.04 1.18 0.16 0.57 -0.88 5.00 -0.32 -1.37 0.82 0.12 -0.24 0.59 
2.80 3.84 -31.69 -27.85 5.00 -0.92 0.04 1.17 0.17 0.56 -0.88 5.00 -0.32 -1.37 0.83 0.11 -0.23 0.59 
2.81 3.82 -31.62 -27.80 5.00 -0.92 0.05 1.16 0.17 0.55 -0.88 5.00 -0.32 -1.37 0.83 0.11 -0.22 0.59 
2.82 3.80 -31.55 -27.75 5.00 -0.92 0.06 1.15 0.18 0.54 -0.88 5.00 -0.32 -1.38 0.84 0.11 -0.22 0.60 
2.83 3.78 -31.48 -27.69 5.00 -0.92 0.06 1.14 0.18 0.53 -0.88 5.00 -0.31 -1.38 0.85 0.10 -0.21 0.60 
2.84 3.77 -31.41 -27.64 5.00 -0.91 0.07 1.14 0.18 0.53 -0.89 5.00 -0.31 -1.38 0.85 0.10 -0.20 0.60 
2.85 3.75 -31.34 -27.59 5.00 -0.91 0.07 1.13 0.19 0.52 -0.89 5.00 -0.31 -1.38 0.86 0.10 -0.19 0.60 
2.86 3.73 -31.27 -27.54 5.00 -0.91 0.08 1.12 0.19 0.51 -0.89 5.00 -0.31 -1.38 0.86 0.09 -0.18 0.60 
2.87 3.71 -31.20 -27.49 5.00 -0.91 0.08 1.11 0.19 0.50 -0.89 5.00 -0.31 -1.39 0.87 0.09 -0.17 0.61 
2.88 3.70 -31.14 -27.44 5.00 -0.91 0.09 1.10 0.20 0.49 -0.89 5.00 -0.31 -1.39 0.88 0.09 -0.16 0.61 
2.89 3.68 -31.07 -27.39 5.00 -0.90 0.09 1.09 0.20 0.48 -0.89 5.00 -0.31 -1.39 0.88 0.08 -0.15 0.61 
2.90 3.66 -31.01 -27.34 5.00 -0.90 0.10 1.08 0.21 0.47 -0.90 5.00 -0.31 -1.39 0.89 0.08 -0.14 0.61 
2.91 3.65 -30.94 -27.29 5.00 -0.90 0.10 1.07 0.21 0.46 -0.90 5.00 -0.31 -1.39 0.89 0.07 -0.14 0.61 
2.92 3.63 -30.88 -27.25 5.00 -0.90 0.10 1.06 0.21 0.45 -0.90 5.00 -0.31 -1.39 0.90 0.07 -0.13 0.61 
2.93 3.62 -30.82 -27.20 5.00 -0.90 0.11 1.05 0.22 0.45 -0.90 5.00 -0.31 -1.39 0.91 0.07 -0.12 0.61 
2.94 3.60 -30.76 -27.16 5.00 -0.89 0.11 1.05 0.22 0.44 -0.90 5.00 -0.31 -1.40 0.91 0.06 -0.11 0.61 
2.95 3.59 -30.70 -27.11 5.00 -0.89 0.12 1.04 0.22 0.43 -0.90 5.00 -0.30 -1.40 0.92 0.06 -0.10 0.61 
2.96 3.57 -30.64 -27.07 5.00 -0.89 0.12 1.03 0.23 0.42 -0.90 5.00 -0.30 -1.40 0.93 0.06 -0.09 0.62 
2.97 3.56 -30.58 -27.02 5.00 -0.89 0.13 1.02 0.23 0.41 -0.90 5.00 -0.30 -1.40 0.93 0.05 -0.08 0.62 
2.98 3.54 -30.53 -26.98 5.00 -0.88 0.13 1.01 0.23 0.40 -0.90 5.00 -0.30 -1.40 0.94 0.05 -0.07 0.62 
2.99 3.53 -30.47 -26.94 5.00 -0.88 0.13 1.00 0.24 0.39 -0.90 5.00 -0.30 -1.40 0.94 0.05 -0.06 0.62 
3.00 3.52 -30.41 -26.90 5.00 -0.88 0.14 0.99 0.24 0.38 -0.90 5.00 -0.30 -1.40 0.95 0.04 -0.06 0.62 
3.01 3.50 -30.36 -26.86 5.00 -0.88 0.14 0.98 0.24 0.38 -0.90 5.00 -0.30 -1.40 0.96 0.04 -0.05 0.62 
3.02 3.49 -30.31 -26.82 5.00 -0.87 0.15 0.97 0.25 0.37 -0.90 5.00 -0.30 -1.40 0.96 0.04 -0.04 0.62 
3.03 3.48 -30.25 -26.78 5.00 -0.87 0.15 0.96 0.25 0.36 -0.90 5.00 -0.30 -1.40 0.97 0.03 -0.03 0.62 
3.04 3.46 -30.20 -26.74 5.00 -0.87 0.15 0.96 0.25 0.35 -0.90 5.00 -0.30 -1.40 0.97 0.03 -0.02 0.62 
3.05 3.45 -30.15 -26.70 5.00 -0.87 0.16 0.95 0.26 0.34 -0.90 5.00 -0.30 -1.40 0.98 0.03 -0.01 0.62 
3.06 3.44 -30.10 -26.66 5.00 -0.86 0.16 0.94 0.26 0.33 -0.90 5.00 -0.30 -1.40 0.99 0.02 -0.00 0.62 
3.07 3.42 -30.05 -26.63 5.00 -0.86 0.16 0.93 0.26 0.32 -0.90 5.00 -0.30 -1.40 0.99 0.02 0.00 0.62 
3.08 3.41 -30.00 -26.59 5.00 -0.86 0.17 0.92 0.26 0.32 -0.90 5.00 -0.30 -1.40 1.00 0.02 0.01 0.62 
3.09 3.40 -29.96 -26.56 5.00 -0.86 0.17 0.91 0.27 0.31 -0.90 5.00 -0.30 -1.40 1.01 0.02 0.02 0.62 
3.10 3.39 -29.91 -26.52 5.00 -0.85 0.17 0.90 0.27 0.30 -0.90 5.00 -0.30 -1.40 1.01 0.01 0.03 0.62 
3.11 3.38 -29.86 -26.49 5.00 -0.85 0.17 0.89 0.27 0.29 -0.90 5.00 -0.30 -1.40 1.02 0.01 0.04 0.61 
3.12 3.37 -29.82 -26.45 5.00 -0.85 0.18 0.88 0.28 0.28 -0.90 5.00 -0.30 -1.40 1.02 0.01 0.05 0.61 
3.13 3.35 -29.77 -26.42 5.00 -0.85 0.18 0.87 0.28 0.27 -0.90 5.00 -0.30 -1.40 1.03 0.00 0.05 0.61 
3.14 3.34 -29.73 -26.39 5.00 -0.84 0.18 0.87 0.28 0.27 -0.90 5.00 -0.30 -1.40 1.04 0.00 0.06 0.61 
3.15 3.33 -29.69 -26.35 5.00 -0.84 0.19 0.86 0.29 0.26 -0.90 5.00 -0.30 -1.40 1.04 -0.00 0.07 0.61 
3.16 3.32 -29.64 -26.32 5.00 -0.84 0.19 0.85 0.29 0.25 -0.90 5.00 -0.30 -1.40 1.05 -0.00 0.08 0.61 
3.17 3.31 -29.60 -26.29 5.00 -0.83 0.19 0.84 0.29 0.24 -0.90 5.00 -0.30 -1.40 1.05 -0.01 0.09 0.61 
3.18 3.30 -29.56 -26.26 5.00 -0.83 0.19 0.83 0.29 0.23 -0.89 5.00 -0.30 -1.40 1.06 -0.01 0.10 0.61 
3.19 3.29 -29.52 -26.23 5.00 -0.83 0.20 0.82 0.30 0.22 -0.89 5.00 -0.30 -1.40 1.07 -0.01 0.10 0.61 
3.20 3.28 -29.48 -26.20 5.00 -0.82 0.20 0.81 0.30 0.22 -0.89 5.00 -0.30 -1.39 1.07 -0.02 0.11 0.61 
3.21 3.27 -29.45 -26.17 5.00 -0.82 0.20 0.80 0.30 0.21 -0.89 5.00 -0.30 -1.39 1.08 -0.02 0.12 0.60 
3.22 3.26 -29.41 -26.15 5.00 -0.82 0.20 0.79 0.30 0.20 -0.89 5.00 -0.30 -1.39 1.08 -0.02 0.13 0.60 
3.23 3.25 -29.37 -26.12 5.00 -0.82 0.20 0.79 0.31 0.19 -0.89 5.00 -0.30 -1.39 1.09 -0.02 0.14 0.60 
3.24 3.24 -29.34 -26.09 5.00 -0.81 0.20 0.78 0.31 0.18 -0.89 5.00 -0.30 -1.39 1.10 -0.03 0.14 0.60 
3.25 3.23 -29.30 -26.07 5.00 -0.81 0.21 0.77 0.31 0.18 -0.88 5.00 -0.30 -1.39 1.10 -0.03 0.15 0.60 
3.26 3.23 -29.27 -26.04 5.00 -0.81 0.21 0.76 0.31 0.17 -0.88 5.00 -0.30 -1.39 1.11 -0.03 0.16 0.60 
3.27 3.22 -29.23 -26.02 5.00 -0.80 0.21 0.75 0.32 0.16 -0.88 5.00 -0.30 -1.38 1.11 -0.03 0.17 0.60 
3.28 3.21 -29.20 -25.99 5.00 -0.80 0.21 0.74 0.32 0.15 -0.88 5.00 -0.30 -1.38 1.12 -0.04 0.18 0.59 
3.29 3.20 -29.17 -25.97 5.00 -0.80 0.21 0.73 0.32 0.14 -0.88 5.00 -0.30 -1.38 1.13 -0.04 0.18 0.59 
3.30 3.19 -29.14 -25.94 5.00 -0.79 0.21 0.72 0.32 0.14 -0.88 5.00 -0.30 -1.38 1.13 -0.04 0.19 0.59 
3.31 3.19 -29.11 -25.92 5.00 -0.79 0.22 0.71 0.33 0.13 -0.87 5.00 -0.30 -1.38 1.14 -0.04 0.20 0.59 
3.32 3.18 -29.08 -25.90 5.00 -0.79 0.22 0.71 0.33 0.12 -0.87 5.00 -0.30 -1.37 1.14 -0.05 0.21 0.59 
3.33 3.17 -29.05 -25.88 5.00 -0.78 0.22 0.70 0.33 0.11 -0.87 5.00 -0.30 -1.37 1.15 -0.05 0.22 0.58 
3.34 3.16 -29.02 -25.85 5.00 -0.78 0.22 0.69 0.33 0.10 -0.87 5.00 -0.30 -1.37 1.16 -0.05 0.22 0.58 
3.35 3.16 -28.99 -25.83 5.00 -0.78 0.22 0.68 0.34 0.10 -0.86 5.00 -0.31 -1.37 1.16 -0.05 0.23 0.58 
3.36 3.15 -28.96 -25.81 5.00 -0.77 0.22 0.67 0.34 0.09 -0.86 5.00 -0.31 -1.37 1.17 -0.06 0.24 0.58 
3.37 3.14 -28.94 -25.79 5.00 -0.77 0.22 0.66 0.34 0.08 -0.86 5.00 -0.31 -1.36 1.17 -0.06 0.25 0.57 
3.38 3.14 -28.91 -25.77 5.00 -0.77 0.22 0.65 0.34 0.07 -0.86 5.00 -0.31 -1.36 1.18 -0.06 0.25 0.57 
3.39 3.13 -28.89 -25.76 5.00 -0.76 0.22 0.65 0.35 0.07 -0.86 5.00 -0.31 -1.36 1.18 -0.06 0.26 0.57 
3.40 3.12 -28.86 -25.74 5.00 -0.76 0.22 0.64 0.35 0.06 -0.85 5.00 -0.31 -1.35 1.19 -0.06 0.27 0.57 
